nprocs,threads,width,height,iters,left,right,lower,upper,total_s,compute_avg_s,comm_avg_s,post_root_s,io_root_s
1,6,7680,4320,10000,-0.29312093251797128,-0.2741427339562606,-0.63371257432793893,-0.64296548812156951,74.408770,71.815883,0.024159,0.025792,2.438971
