nprocs,threads,width,height,iters,left,right,lower,upper,total_s,compute_avg_s,comm_avg_s,post_root_s,io_root_s
1,1,7680,4320,10000,-0.29312093251797128,-0.2741427339562606,-0.63371257432793893,-0.64296548812156951,393.348278,390.945962,0.024676,0.025959,2.245227
