nprocs,threads,width,height,iters,left,right,lower,upper,total_s,compute_avg_s,comm_avg_s,post_root_s,io_root_s
2,6,7680,4320,10000,-0.29312093251797128,-0.2741427339562606,-0.63371257432793893,-0.64296548812156951,38.487866,35.646851,0.296824,0.026434,2.447735
